AC	GeneName	chr	strand	exonStart	exonEnd	upstreamEE	downstreamES	TCGA-2A-A8VL-01A	TCGA-2A-A8VO-01A	TCGA-2A-A8VT-01A	TCGA-2A-A8VV-01A	TCGA-2A-A8VX-01A	SRR1069209	SRR1069514	SRR1073069	SRR1074410	SRR1075126	SRR3146747	SRR3146769	SRR3146770	SRR3018011	SRR3018014	SRR4306657	SRR4306115	SRR4306118	SRR4306121	SRR4306381
ENSG00000122741.15_3	DCAF10	chr9	+	37842085	37842283	37819398	37854776	1.0	0.6842	0.8571	0.8571	0.5385	0.875	0.8	0.6	0.5758	0.7778	0.6923	0.5758	0.6571	1.0	0.7749	0.7263	1.0	0.6154	1.0	0.7477
ENSG00000122741.15_3	DCAF10	chr9	+	37857237	37857348	37854979	37860044	0.9184	0.9429	0.9355	0.9216	0.7931	0.8421	0.8049	0.8462	0.7895	0.8378	0.5862	0.9394	0.6444	0.8462	0.9558	0.5924	nan	0.6774	1.0	0.6257
ENSG00000122786.19_3	CALD1	chr7	+	134620438	134620516	134618141	134625842	0.521	0.5811	0.2754	0.8061	0.8261	0.5326	0.6617	0.4805	0.7328	0.5731	0.0638	0.0657	0.0	0.0375	0.1002	0.0661	0.0	0.06	0.0047	0.0232
ENSG00000122852.14_2	SFTPA1	chr10	+	81371074	81371145	81370738	81372067	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000122912.14_3	SLC25A16	chr10	-	70276840	70276942	70276600	70287002	0.2143	0.0256	0.0513	0.1765	0.0	0.6	0.2941	0.75	0.3208	0.3333	0.1111	0.6471	0.3488	0.0012	0.3874	0.1569	1.0	0.8015	0.8118	0.0973
ENSG00000122912.14_3	SLC25A16	chr10	-	70276840	70277022	70276600	70287002	0.1852	0.0256	0.0633	0.1765	0.0	0.6	0.2941	0.75	0.3455	0.3333	0.1111	0.6471	0.3333	0.0006	0.3874	0.165	nan	0.7969	0.8118	0.0893
ENSG00000122966.15_3	CIT	chr12	-	120148055	120148191	120146123	120148344	nan	nan	1.0	nan	nan	1.0	1.0	nan	1.0	1.0	1.0	0.9808	1.0	0.8118	1.0	0.983	1.0	0.6087	0.7273	0.9929
ENSG00000122970.15_2	IFT81	chr12	+	110581186	110581350	110574665	110584757	0.8667	1.0	0.92	1.0	0.9487	0.8087	0.8333	0.8	0.9111	0.7083	0.75	0.823	0.76	0.7778	0.9472	0.9808	1.0	0.9007	0.8	0.985
ENSG00000123106.10_3	CCDC91	chr12	+	28378727	28378794	28343574	28410134	0.125	0.5556	0.52	0.1923	0.2727	0.3472	0.2281	0.0814	0.2753	0.2331	0.3259	0.2852	0.0	0.0235	0.0725	0.1535	nan	0.1309	nan	0.1843
ENSG00000123106.10_3	CCDC91	chr12	+	28408513	28408595	28343574	28410134	0.125	0.3333	0.4286	0.0667	0.2	0.6	0.1	0.0769	0.0	0.0667	0.12	0.2	0.3333	0.0044	0.1535	0.0713	nan	0.3559	nan	0.1947
ENSG00000123106.10_3	CCDC91	chr12	+	28408513	28408595	28378794	28410134	1.0	0.2	0.4444	0.2	1.0	1.0	0.3333	1.0	0.1429	0.3333	0.2308	0.3333	1.0	0.2692	0.6885	0.2683	nan	1.0	nan	0.6387
ENSG00000123106.10_3	CCDC91	chr12	+	28412296	28412375	28343574	28458581	0.8824	0.8571	0.8519	0.9355	0.6	0.8	0.7241	1.0	1.0	0.8621	0.8947	1.0	1.0	0.9207	0.7742	nan	nan	nan	nan	nan
ENSG00000123124.13_2	WWP1	chr8	+	87381167	87381260	87355159	87386258	1.0	0.9333	0.9852	0.9111	0.8723	0.7931	0.8276	1.0	0.8636	0.9024	0.9286	1.0	0.8806	0.6098	0.7773	0.8689	1.0	1.0	1.0	0.8995
ENSG00000123124.13_2	WWP1	chr8	+	87410800	87410867	87393858	87414247	1.0	0.8286	0.9121	0.8605	1.0	1.0	0.8595	1.0	1.0	0.8737	0.7209	1.0	0.9445	0.9781	0.8333	0.6522	nan	0.6236	nan	0.7823
ENSG00000123130.16_3	ACOT9	chrX	-	23731251	23731325	23726061	23739997	0.9375	0.9365	0.9717	0.9344	1.0	0.8672	0.9594	0.8498	0.8693	0.8971	0.879	0.921	1.0	0.9815	0.7474	0.8614	1.0	0.8541	1.0	0.8165
ENSG00000123130.16_3	ACOT9	chrX	-	23752457	23752484	23751334	23754035	0.0509	0.34	0.0566	0.4741	0.3556	0.6256	0.9003	0.4712	0.605	0.442	0.2063	0.4712	0.1352	0.3021	0.5358	0.2959	nan	0.2994	1.0	0.1189
ENSG00000123130.16_3	ACOT9	chrX	-	23752457	23752484	23751334	23761241	0.0	1.0	0.2787	0.8528	0.6589	0.8559	0.808	1.0	0.7481	0.7481	nan	nan	nan	0.0	nan	0.3726	nan	nan	nan	nan
ENSG00000123136.14_2	DDX39A	chr19	-	14521232	14521417	14521146	14521800	0.1692	0.113	0.1408	0.1531	0.11	0.5169	0.268	0.469	0.432	0.5556	0.2381	0.2174	0.4595	0.1612	0.1245	0.0625	0.0	0.3343	0.2851	0.0608
ENSG00000123136.14_2	DDX39A	chr19	-	14521359	14521417	14521146	14521800	0.2	0.0811	0.1498	0.1263	0.0746	0.443	0.2621	0.412	0.3352	0.3879	0.2212	0.1935	0.4913	0.0655	0.1494	0.0443	0.0	0.2462	0.2806	0.0487
ENSG00000123146.19_3	ADGRE5	chr19	+	14507153	14507285	14501891	14508469	0.3333	0.2	0.3571	0.4054	0.3333	0.2308	0.2653	0.0909	0.25	0.0714	0.2308	0.2857	0.3333	0.3333	0.2242	0.3769	1.0	0.2963	0.0	0.2917
ENSG00000123146.19_3	ADGRE5	chr19	+	14507888	14508035	14501891	14508469	0.0588	0.0	0.0526	0.0	0.0	0.0	0.0769	0.0909	0.0769	0.037	0.0909	0.0476	0.0	0.0	0.0229	0.0534	nan	0.0256	0.0	0.0286
ENSG00000123146.19_3	ADGRE5	chr19	+	14507888	14508035	14507285	14508469	0.3333	0.25	0.4667	0.1667	0.3333	0.3333	0.3333	1.0	0.4286	1.0	0.2	0.1429	1.0	0.3333	0.3617	0.2593	0.0	0.25	1.0	0.2195
ENSG00000123159.15_3	GIPC1	chr19	-	14593500	14593818	14591590	14602467	0.7842	0.7708	0.6992	0.799	0.8333	0.8718	0.8689	0.7757	0.8571	0.9041	0.8987	0.803	0.7778	0.8963	0.8411	0.7854	0.3714	0.9027	1.0	0.7705
ENSG00000123159.15_3	GIPC1	chr19	-	14602467	14602555	14591590	14606848	0.95	0.931	0.9225	0.931	0.8667	1.0	0.8889	1.0	0.9	1.0	0.75	1.0	0.6	0.3218	1.0	0.9382	1.0	1.0	nan	1.0
ENSG00000123159.15_3	GIPC1	chr19	-	14603668	14603724	14591590	14606848	0.9394	0.875	0.8387	0.871	0.8182	nan	0.6977	1.0	0.8219	1.0	0.6338	nan	0.3659	0.0534	nan	0.5625	nan	nan	nan	1.0
ENSG00000123159.15_3	GIPC1	chr19	-	14603668	14603724	14602555	14606848	0.7419	0.8507	0.7194	0.8315	0.8605	0.9486	0.8862	1.0	0.9644	0.8768	0.7604	0.9299	1.0	0.468	1.0	0.8873	nan	1.0	1.0	0.9721
ENSG00000123178.14_2	SPRYD7	chr13	-	50505153	50505270	50502221	50510265	0.881	0.8621	0.8561	0.925	0.8958	1.0	0.9355	0.931	0.9355	0.7931	0.8571	1.0	1.0	0.7486	0.9333	0.8462	1.0	1.0	1.0	0.9444
ENSG00000123179.13_2	EBPL	chr13	-	50237192	50237331	50235344	50243912	0.9401	0.9465	0.9685	0.9256	0.9527	0.9315	0.9856	0.9615	0.9219	0.9625	0.8182	0.9556	1.0	0.8824	0.9551	0.75	1.0	0.9152	1.0	0.9324
ENSG00000123179.13_2	EBPL	chr13	-	50237192	50237331	50235344	50265389	0.9342	0.9552	0.8788	0.9084	0.9015	0.9008	0.935	0.95	0.8909	0.8978	0.7778	0.92	1.0	0.8966	0.9339	1.0	1.0	0.9138	0.4615	0.7293
ENSG00000123179.13_2	EBPL	chr13	-	50243912	50243982	50235344	50265389	0.8476	0.8378	0.7241	0.8022	0.6667	0.5961	0.7576	0.8389	0.6458	0.5725	0.8065	0.7848	1.0	0.6397	0.542	1.0	1.0	0.82	0.0779	0.6996
ENSG00000123179.13_2	EBPL	chr13	-	50243912	50243982	50237331	50265389	0.8732	0.8384	0.8492	0.8958	0.7761	0.7739	0.687	0.8569	0.8103	0.7296	0.8684	1.0	0.8366	1.0	0.7602	0.541	1.0	0.9567	1.0	0.9142
ENSG00000123179.13_2	EBPL	chr13	-	50260610	50260731	50235344	50265389	0.0588	0.0	0.0588	0.0	0.037	0.0	0.1111	0.3333	0.0	0.0	0.0	0.3333	nan	0.0	0.0	nan	nan	0.0	0.0	0.0882
ENSG00000123191.14_3	ATP7B	chr13	-	52532446	52532536	52531743	52534283	1.0	1.0	0.6604	0.5714	1.0	0.6	1.0	nan	1.0	0.6	1.0	0.6667	1.0	1.0	0.739	0.7032	1.0	0.4686	nan	0.6963
ENSG00000123191.14_3	ATP7B	chr13	-	52532446	52532536	52531743	52539007	1.0	1.0	0.8049	1.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	1.0	0.7053	1.0	1.0	1.0	nan	1.0
ENSG00000123191.14_3	ATP7B	chr13	-	52532446	52532680	52531743	52534283	1.0	1.0	0.7273	0.7	1.0	0.7778	1.0	nan	1.0	0.6	1.0	0.7778	1.0	1.0	0.8011	0.84	1.0	0.6667	nan	0.8235
ENSG00000123191.14_3	ATP7B	chr13	-	52532446	52532680	52531743	52539007	1.0	1.0	0.8049	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7093	1.0	1.0	1.0	nan	1.0
ENSG00000123191.14_3	ATP7B	chr13	-	52534283	52534458	52532680	52539007	1.0	1.0	1.0	1.0	1.0	1.0	nan	nan	1.0	nan	1.0	1.0	1.0	1.0	0.9796	1.0	nan	1.0	nan	1.0
ENSG00000123191.14_3	ATP7B	chr13	-	52535972	52536049	52531743	52539007	1.0	1.0	0.75	1.0	1.0	1.0	nan	0.0	1.0	nan	nan	nan	nan	1.0	0.7415	nan	nan	nan	nan	nan
ENSG00000123191.14_3	ATP7B	chr13	-	52535972	52536049	52532680	52539007	1.0	1.0	1.0	1.0	1.0	1.0	nan	nan	1.0	nan	1.0	1.0	1.0	1.0	0.9918	1.0	nan	nan	nan	1.0
ENSG00000123213.22_3	NLN	chr5	+	65036721	65036827	65018241	65054393	0.6	0.0	0.0588	0.0769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1429	0.0576	0.0	0.1111	nan	0.0	0.0	0.0803
ENSG00000123219.12_3	CENPK	chr5	-	64824745	64824876	64824405	64824943	nan	nan	0.6667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8182	1.0	1.0	0.9091	0.7662	nan	1.0	1.0	0.8599
ENSG00000123219.12_3	CENPK	chr5	-	64846932	64847069	64838675	64847390	nan	0.2	0.0	0.0	0.0	0.0	0.0	0.0	nan	0.0	0.25	0.0588	nan	0.0	0.0732	0.1236	0.0	0.0	0.0476	0.0414
ENSG00000123240.16_3	OPTN	chr10	+	13150137	13150289	13142302	13151111	0.1282	0.2414	0.2192	0.2	0.0625	0.2727	0.1176	0.1667	0.1648	0.1566	0.3333	0.1238	0.0864	0.0355	0.0385	0.1756	nan	0.1933	0.1136	0.311
ENSG00000123240.16_3	OPTN	chr10	+	13150961	13151015	13150289	13151111	0.7143	0.36	0.1875	0.0667	1.0	0.0554	0.4386	0.5396	0.4011	0.2266	0.3695	0.3695	0.1634	0.4657	0.6203	0.3583	nan	0.2817	0.0	0.3254
ENSG00000123297.17_3	TSFM	chr12	+	58186768	58186856	58180945	58189959	0.9665	0.9618	0.9825	0.9614	0.9009	0.824	0.8394	0.641	0.8843	0.7108	0.8824	0.9483	1.0	0.9646	0.6518	0.9629	1.0	0.9418	1.0	0.9709
ENSG00000123329.17_3	ARHGAP9	chr12	-	57867385	57867474	57866471	57867824	1.0	0.6667	0.75	0.5	1.0	0.7222	0.6364	0.6	0.6923	0.76	1.0	0.7037	1.0	0.3132	0.6148	0.497	1.0	0.6718	0.5528	0.5708
ENSG00000123329.17_3	ARHGAP9	chr12	-	57867385	57867491	57866471	57867824	1.0	0.7895	0.8571	0.6667	1.0	0.8182	0.7881	0.8	0.8	0.8571	1.0	0.8367	1.0	0.5758	0.7705	0.6875	1.0	0.7988	0.6991	0.7391
ENSG00000123342.15_2	MMP19	chr12	-	56234889	56235020	56234666	56236136	nan	1.0	0.5556	1.0	1.0	0.5556	0.9231	0.5	1.0	1.0	0.7143	1.0	nan	0.5	1.0	1.0	nan	1.0	1.0	1.0
ENSG00000123349.13_3	PFDN5	chr12	+	53689622	53689725	53689423	53691633	0.7294	0.8354	0.8045	0.8147	0.7021	0.8877	0.8642	0.7849	0.8034	0.8135	0.8778	0.9459	0.8547	0.9496	0.7067	0.8909	1.0	0.859	0.8966	0.9235
ENSG00000123349.13_3	PFDN5	chr12	+	53690027	53690059	53689423	53691633	0.7897	0.8697	0.8296	0.8474	0.7657	0.9035	0.8608	0.7983	0.8016	0.8206	0.8139	0.9345	0.777	0.9442	0.7025	0.8921	1.0	0.8625	0.8748	0.929
ENSG00000123349.13_3	PFDN5	chr12	+	53690027	53690059	53689423	53691828	0.2315	0.0	0.0	0.2866	0.0	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.0	nan	nan	0.2226	nan	0.0
ENSG00000123349.13_3	PFDN5	chr12	+	53690213	53690251	53689725	53691633	0.4017	0.4947	0.39	0.4017	0.1227	0.2746	0.6906	0.0873	0.3086	0.295	1.0	0.2866	nan	0.3133	0.3273	0.2905	nan	0.0	0.0	0.1543
ENSG00000123349.13_3	PFDN5	chr12	+	53690213	53690335	53689423	53691633	0.1069	0.1119	0.1773	0.1183	0.122	0.1905	0.1575	0.126	0.139	0.1375	0.1852	0.1688	0.1875	0.1613	0.0467	0.1961	1.0	0.1416	0.0366	0.3009
ENSG00000123349.13_3	PFDN5	chr12	+	53690213	53690335	53689423	53691828	0.6923	0.7143	0.6522	0.6667	0.5385	0.4286	0.1852	0.4118	0.7143	0.4167	0.5	0.2308	0.2	0.0909	0.1765	0.2099	nan	0.2	nan	0.5385
ENSG00000123349.13_3	PFDN5	chr12	+	53690237	53690335	53689423	53691633	0.1069	0.0903	0.1689	0.1059	0.1253	0.2	0.1606	0.112	0.1211	0.1293	0.1538	0.1688	0.1613	0.1351	0.0705	0.1703	1.0	0.1767	0.0523	0.2882
ENSG00000123349.13_3	PFDN5	chr12	+	53690237	53690335	53689423	53691828	0.6923	0.4286	0.6	0.5	0.5714	0.6	0.2143	0.2308	0.6	0.3333	0.3333	0.2308	0.0	0.0	0.4853	0.0995	1.0	0.4323	1.0	0.4323
ENSG00000123352.17_3	SPATS2	chr12	+	49765010	49765073	49761370	49854552	0.5294	0.4444	0.5455	0.5333	0.5556	0.0	1.0	0.3538	0.5873	0.4771	0.3239	0.8387	0.1204	0.2358	0.8316	0.4837	nan	0.8606	0.6161	0.4549
ENSG00000123352.17_3	SPATS2	chr12	+	49800255	49800348	49761370	49854552	0.0	0.1667	0.0476	0.0	0.0	0.0	1.0	0.4	0.2857	0.1429	0.0	0.2	0.0	0.0	0.0	0.0966	nan	0.0	0.0	0.0488
ENSG00000123352.17_3	SPATS2	chr12	+	49800255	49800348	49765073	49854552	0.0	0.25	0.0588	0.0	0.0	nan	0.1765	0.3333	0.2381	0.1111	0.0	0.0182	0.0	0.0	0.0	0.0642	nan	0.0	0.0988	0.0446
ENSG00000123352.17_3	SPATS2	chr12	+	49835512	49835599	49761370	49854552	0.0	0.0	0.0909	0.0667	0.0	0.0	nan	0.0	0.2308	0.1429	0.0	0.0	0.0	0.0219	0.0	0.0248	nan	0.0	0.0	0.0638
ENSG00000123352.17_3	SPATS2	chr12	+	49835512	49835599	49765073	49854552	0.0	0.0	0.0303	0.0	0.0	nan	0.0	0.0	0.1579	0.1111	0.0	0.0	0.0	0.063	0.0	0.0155	nan	0.0	0.0	0.0674
ENSG00000123352.17_3	SPATS2	chr12	+	49880032	49880131	49878452	49883247	0.0	0.0303	0.0682	0.0847	0.0	0.0	0.0	0.0	0.0698	0.05	0.0556	0.0199	0.1429	0.0361	0.0673	0.0195	0.0	0.2016	0.1833	0.0229
ENSG00000123358.19_3	NR4A1	chr12	+	52446257	52446429	52445352	52448110	0.042	0.0368	0.0341	0.0448	0.05	0.1414	0.1696	0.054	0.0725	0.0715	0.0353	0.2727	0.0	0.0559	0.025	0.0741	nan	0.4286	0.75	0.0649
ENSG00000123358.19_3	NR4A1	chr12	+	52446279	52446429	52437695	52448110	0.732	0.3529	0.2653	0.3333	0.5517	0.3803	0.7333	0.4595	0.4737	0.6364	0.4286	0.1667	0.0	0.3846	0.2	0.0385	0.0	0.2632	0.3016	0.1236
ENSG00000123358.19_3	NR4A1	chr12	+	52446279	52446429	52445352	52448110	0.0714	0.0676	0.0417	0.0725	0.0865	0.1841	0.2058	0.057	0.0984	0.0836	0.0575	0.2727	0.0	0.0592	0.025	0.0909	nan	0.4545	0.75	0.071
ENSG00000123415.15_3	SMUG1	chr12	-	54580630	54580795	54577743	54581602	0.0526	0.05	0.0968	0.2	0.0303	0.0909	0.1111	0.0	0.2308	0.0	0.0909	0.0448	0.0	0.0	0.0	0.0769	0.0	0.0	0.1429	0.0642
ENSG00000123415.15_3	SMUG1	chr12	-	54581602	54581689	54577743	54582294	1.0	0.7143	0.76	1.0	1.0	0.75	1.0	0.8182	1.0	1.0	1.0	0.9429	1.0	0.8658	1.0	0.6606	1.0	0.5564	1.0	0.8318
ENSG00000123415.15_3	SMUG1	chr12	-	54581602	54581689	54577743	54582298	0.5	0.5882	0.76	0.5	0.76	0.6667	0.5556	0.8182	0.375	0.875	1.0	0.7083	0.8462	0.6826	1.0	0.7439	1.0	0.8554	0.6173	0.8081
ENSG00000123415.15_3	SMUG1	chr12	-	54581602	54581689	54577743	54582734	0.2621	0.2039	0.234	0.1803	0.2464	0.2941	0.2308	0.3333	0.3571	0.4483	1.0	0.7091	0.4545	0.4175	0.037	0.247	1.0	0.152	0.1948	0.341
ENSG00000123415.15_3	SMUG1	chr12	-	54582298	54582380	54577743	54582734	0.2245	0.1277	0.1818	0.2857	0.2	0.1724	0.2105	0.0667	0.3793	0.0588	1.0	0.4286	0.3333	0.1555	0.0	0.0585	nan	0.0225	0.0765	0.0589
ENSG00000123415.15_3	SMUG1	chr12	-	54582298	54582380	54581689	54582734	0.4194	0.6	0.5294	0.7391	0.8667	1.0	0.75	1.0	0.4118	0.4286	1.0	0.3333	1.0	nan	nan	0.2683	nan	0.6885	nan	0.0995
ENSG00000123427.16_3	METTL21B	chr12	+	58168411	58168550	58166911	58174037	0.12	0.125	0.36	0.1351	0.3333	0.0	0.4286	0.0	0.25	0.0909	0.0	nan	0.0	0.1515	0.2	0.25	nan	nan	nan	1.0
ENSG00000123472.12_3	ATPAF1	chr1	-	47108865	47108973	47101642	47118252	0.8974	0.9452	0.8777	0.8531	0.9279	0.8298	0.9726	0.9167	0.8592	0.8	1.0	1.0	0.8571	0.9653	0.9538	0.808	nan	nan	nan	nan
ENSG00000123472.12_3	ATPAF1	chr1	-	47110832	47110928	47101642	47118252	0.8947	0.9494	0.8814	0.8231	0.908	0.7778	0.963	0.8095	0.8182	0.8305	1.0	1.0	0.8696	0.8494	0.9088	0.6914	0.0	0.7194	0.6897	0.7232
ENSG00000123473.15_2	STIL	chr1	-	47725960	47726211	47717594	47728574	1.0	0.6	0.8636	0.5385	0.8286	1.0	1.0	0.5	1.0	1.0	0.3333	0.8667	nan	0.7778	0.8667	0.8839	1.0	0.7826	1.0	0.8049
ENSG00000123485.11_3	HJURP	chr2	-	234756042	234756107	234754466	234758408	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.3505	1.0	nan	1.0	0.9111	1.0	0.9738	1.0	0.9242	1.0	1.0	0.6612	0.9156
ENSG00000123505.15_3	AMD1	chr6	+	111210059	111210186	111196418	111213363	1.0	0.5	0.4	0.6842	0.7143	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000123505.15_3	AMD1	chr6	+	111210059	111210186	111196418	111213501	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6	nan	nan	nan	nan
ENSG00000123552.17_2	USP45	chr6	-	99885121	99885275	99883722	99887644	1.0	1.0	0.8065	0.625	1.0	0.8947	0.875	1.0	0.7647	1.0	0.6	1.0	1.0	0.8889	0.6986	0.6842	nan	1.0	1.0	0.7143
ENSG00000123552.17_2	USP45	chr6	-	99914547	99914639	99913012	99916412	0.8333	0.75	0.9259	0.8261	0.75	0.7143	0.6923	0.5	0.7778	0.6364	1.0	1.0	0.5	1.0	1.0	0.8065	nan	1.0	1.0	0.423
ENSG00000123562.16_3	MORF4L2	chrX	-	102933426	102933548	102931979	102940098	0.9336	0.9203	0.943	0.9192	0.9087	0.9565	0.9382	0.968	0.9798	0.9539	0.9823	0.7974	0.9535	0.7674	0.7258	0.9494	1.0	0.9955	0.9855	0.9763
ENSG00000123562.16_3	MORF4L2	chrX	-	102933426	102933579	102931979	102940098	0.9383	0.9257	0.9477	0.927	0.9168	0.9625	0.9468	0.9726	0.9814	0.9605	0.9853	0.822	0.9548	0.7737	0.7364	0.9546	1.0	0.9961	0.9864	0.9796
ENSG00000123562.16_3	MORF4L2	chrX	-	102939608	102939657	102931979	102940098	0.7143	0.5217	0.7107	0.6825	0.6545	0.5872	0.5495	0.6039	0.8045	0.7017	0.8591	0.3172	0.6957	0.0189	0.0736	0.5051	1.0	0.9634	0.8902	0.6487
ENSG00000123562.16_3	MORF4L2	chrX	-	102939608	102939657	102933528	102940098	0.2105	0.1672	0.1793	0.2111	0.2239	0.1451	0.1506	0.1733	0.2209	0.1903	0.2483	0.2031	0.2215	0.0713	0.1646	0.1984	0.5649	0.3032	0.2818	0.1737
ENSG00000123562.16_3	MORF4L2	chrX	-	102939608	102939657	102933548	102940098	0.6406	0.7222	0.5838	0.6984	0.6814	0.753	0.5822	0.3369	0.5969	0.8667	1.0	0.6995	0.4683	0.2309	1.0	0.5319	1.0	0.7917	0.7716	0.5797
ENSG00000123562.16_3	MORF4L2	chrX	-	102939608	102939657	102933579	102940098	0.4286	0.4318	0.3736	0.4074	0.4216	0.222	0.2478	0.1365	0.3533	0.331	0.2563	0.2705	0.3432	0.1517	0.2885	0.4268	1.0	0.4063	0.5297	0.3208
ENSG00000123595.7_3	RAB9A	chrX	+	13721853	13722021	13707407	13726839	0.6812	0.6	0.597	0.65	0.5294	0.7333	0.68	0.4667	0.8	0.6875	0.4118	0.7576	0.4286	0.75	0.3684	0.8592	1.0	0.8095	1.0	0.6538
ENSG00000123595.7_3	RAB9A	chrX	+	13721932	13722021	13707407	13726839	0.8136	0.7561	0.7187	0.7813	0.7176	0.84	0.7975	0.6364	0.8507	0.75	0.6552	0.814	0.5556	0.7614	0.5538	0.8804	1.0	0.8323	1.0	0.6919
ENSG00000123600.19_3	METTL8	chr2	-	172182551	172182658	172182416	172187068	1.0	0.7647	0.8667	1.0	0.9333	1.0	1.0	1.0	0.9474	1.0	0.7143	1.0	1.0	0.9259	0.9177	0.8718	1.0	0.875	0.9459	0.9562
ENSG00000123600.19_3	METTL8	chr2	-	172248552	172248707	172217023	172271112	1.0	0.8	0.8889	0.8571	0.8571	1.0	0.625	0.6	0.4545	0.7143	0.7143	0.7143	1.0	0.8519	0.8623	0.7059	nan	0.6667	1.0	0.9259
ENSG00000123600.19_3	METTL8	chr2	-	172248552	172248707	172217023	172290392	1.0	1.0	0.9231	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7143	1.0	1.0	1.0	0.9465	0.9167	1.0	1.0	0.619	0.9245
ENSG00000123600.19_3	METTL8	chr2	-	172248552	172248707	172217023	172291183	1.0	1.0	0.8621	0.8462	0.6923	1.0	0.625	1.0	1.0	1.0	0.6667	1.0	1.0	0.9273	0.8347	0.8286	nan	1.0	1.0	0.9016
ENSG00000123636.17_3	BAZ2B	chr2	-	160253584	160253611	160252345	160253855	0.1386	0.1386	0.0745	0.187	0.0	0.0632	1.0	0.8167	0.3889	0.5976	0.1222	0.4444	0.5651	0.0536	0.5444	0.138	nan	0.3883	0.0	0.0276
ENSG00000123636.17_3	BAZ2B	chr2	-	160284451	160284553	160269056	160284821	0.4286	0.75	0.5	0.7778	0.6	1.0	0.5429	0.8182	0.9048	0.5862	0.625	0.6585	0.7436	0.55	0.6976	0.5032	1.0	0.5	1.0	0.6151
ENSG00000123636.17_3	BAZ2B	chr2	-	160287373	160287667	160285771	160289267	1.0	0.5	0.6765	0.8333	0.7143	0.75	0.7333	1.0	0.8333	0.6	0.8378	0.9574	0.8	0.9208	0.7333	0.84	0.0	1.0	nan	0.4054
ENSG00000123636.17_3	BAZ2B	chr2	-	160310123	160310312	160304920	160335085	1.0	1.0	1.0	1.0	1.0	1.0	0.75	1.0	1.0	1.0	1.0	0.875	0.913	1.0	0.9183	0.7744	nan	0.0	1.0	0.8256
ENSG00000123737.12_3	EXOSC9	chr4	+	122737298	122737349	122735202	122737523	0.0656	0.1509	0.1842	0.0435	0.0583	0.0379	0.1331	0.1353	0.1434	0.0489	0.0	0.0873	0.1216	0.1639	0.0184	0.0364	0.0	0.4	0.3576	0.2096
ENSG00000123737.12_3	EXOSC9	chr4	+	122737298	122737349	122735202	122737926	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000123739.10_2	PLA2G12A	chr4	-	110639844	110639915	110638869	110650757	0.9636	0.9016	0.9699	1.0	1.0	1.0	1.0	0.8054	0.9225	1.0	0.6081	0.6329	1.0	1.0	0.8163	0.9146	1.0	0.9283	1.0	0.9675
ENSG00000123965.13_2	PMS2P5	chr7	+	74312525	74312628	74312349	74313767	nan	nan	nan	nan	nan	1.0	1.0	1.0	0.4737	1.0	1.0	1.0	1.0	nan	0.9583	0.36	nan	1.0	1.0	0.4694
ENSG00000123983.13_2	ACSL3	chr2	+	223765391	223765498	223725976	223773450	1.0	0.9	0.9883	0.9394	1.0	1.0	0.6364	1.0	1.0	1.0	0.5556	1.0	1.0	0.2727	0.8794	0.8926	1.0	0.7692	0.0	0.6903
ENSG00000123983.13_2	ACSL3	chr2	+	223765391	223765498	223752606	223773450	0.5758	0.4545	0.71	0.3835	0.6552	0.3529	0.2308	0.5294	0.4513	0.4359	0.1845	0.3846	0.3077	0.2075	0.3644	0.557	1.0	0.4425	0.0	0.2747
ENSG00000124006.14_2	OBSL1	chr2	-	220422064	220422340	220421014	220422544	nan	nan	nan	nan	nan	1.0	1.0	1.0	0.92	0.9231	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan
ENSG00000124006.14_2	OBSL1	chr2	-	220422064	220422340	220421445	220422544	0.1979	0.1111	0.3529	0.2138	0.4	0.2561	0.346	0.5873	0.3282	0.4017	0.3333	0.3962	1.0	0.4872	0.0	0.2683	nan	0.3333	0.0	0.1175
ENSG00000124006.14_2	OBSL1	chr2	-	220422905	220423181	220422832	220423946	0.9632	1.0	0.956	0.9697	0.9535	0.8792	0.8987	0.9701	0.9067	0.9512	1.0	0.5733	1.0	0.875	1.0	0.6296	nan	1.0	1.0	0.7008
ENSG00000124067.16_3	SLC12A4	chr16	-	67984556	67984614	67984396	67985042	0.9487	1.0	0.9655	0.92	1.0	0.876	0.9896	0.9588	0.8897	0.9152	nan	nan	nan	0.897	0.7117	nan	nan	0.7414	0.8124	0.9177
